School,Room,Tag#,Type,Brand,Model Number,Serial Number,PO#,Vendor,Price,Funds,Purchase Date,Disposal Date
District Office,Technology,54165,Laptop,Lenovo,100e 2nd Gen,R910L70H,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
District Office,Technology,54166,Laptop,Lenovo,100e 2nd Gen,R910L616,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
District Office,Technology,54169,Laptop,Lenovo,100e 2nd Gen,R910L5F1,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
District Office,Technology,54172,Laptop,Lenovo,100e 2nd Gen,R910L5J8,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
District Office,Technology,54173,Laptop,Lenovo,100e 2nd Gen,R910L5CY,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
District Office,Technology,55860,Laptop,Levono,ThinkPad L13 Yoga Gen 2,R913W6WQ,223610,Lenovo,807.84,General Purpose,10/18/2021,0000-00-00
District Office,Technology,55875,Laptop,Levono,ThinkPad L13 Yoga Gen 2,R913W6X9,223610,Lenovo,807.84,General Purpose,10/18/2021,0000-00-00
District Office,Technology,56280,Mobile Cart,,,2,224494,Lanzer's,267.67,,2/10/2022,0000-00-00
District Office,Technology,56316,Laptop,Lenovo,100e 2nd Gen,R91377RX,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
District Office,Technology,55976,Cart,Anywhere Cart,AC-SLIM-PW45,AC-SLIM-36111,95760,"Central Technologies, Inc.",1975,ESSER 1.0,9/30/2021,0000-00-00
District Office,Technology,55977,Cart,Anywhere Cart,AC-SLIM-PW45,AC-SLIM-36108,95760,"Central Technologies, Inc.",1975,ESSER 1.0,9/30/2021,0000-00-00
District Office,Technology,56332,Smartboard,Boxlight,MT43A-JHA,MT43I28SF-2XZ2103042730010335,95864,"Central Technologies, Inc",3175,TN ALL CORPS,1/12/2022,0000-00-00
District Office,Technology,56333,Smartboard,Boxlight,MT43A-JHA,MT43I28SF-2XZ2104061530010456,95864,"Central Technologies, Inc",3175,TN ALL CORPS,1/12/2022,0000-00-00
District Office,Technology,55884,Laptop,Lenovo,ThinkPad L13 Yoga Gen 2,PW01YTHK,223610,Lenovo,807.84,General Purpose,10/18/2021,0000-00-00
District Office,Technology,55885,Laptop,Lenovo,ThinkPad L13 Yoga Gen 2,PW01YTHL,223610,Lenovo,807.84,General Purpose,10/18/2021,0000-00-00
District Office,Technology,56040,Laptop,Lenovo,100e 2nd Gen,R91335DS,95637,"CDW Government, Inc.",317.75,ESSER 1.0,8/23/2021,0000-00-00
District Office,Technology,56041,Laptop,Lenovo,100e 2nd Gen,R913349Q,95637,"CDW Government, Inc.",317.75,ESSER 1.0,8/23/2021,0000-00-00
District Office,Technology,56045,Laptop,Lenovo,100e 2nd Gen,R913356Y,95637,"CDW Government, Inc.",317.75,ESSER 1.0,8/23/2021,0000-00-00
District Office,Technology,56048,Laptop,Lenovo,100e 2nd Gen,R91335AS,95637,"CDW Government, Inc.",317.75,ESSER 1.0,8/23/2021,0000-00-00
District Office,Technology,56049,Laptop,Lenovo,100e 2nd Gen,R91335BV,95637,"CDW Government, Inc.",317.75,ESSER 1.0,8/23/2021,0000-00-00
District Office,Technology,56050,Laptop,Lenovo,100e 2nd Gen,R913359W,95637,"CDW Government, Inc.",317.75,ESSER 1.0,8/23/2021,0000-00-00
District Office,Technology,56051,Laptop,Lenovo,100e 2nd Gen,R9133522,95637,"CDW Government, Inc.",317.75,ESSER 1.0,8/23/2021,0000-00-00
District Office,Technology,56052,Laptop,Lenovo,100e 2nd Gen,R913356V,95637,"CDW Government, Inc.",317.75,ESSER 1.0,8/23/2021,0000-00-00
District Office,Technology,56053,Laptop,Lenovo,100e 2nd Gen,R913356H,95637,"CDW Government, Inc.",317.75,ESSER 1.0,8/23/2021,0000-00-00
District Office,Technology,56054,Laptop,Lenovo,100e 2nd Gen,R91333MW,95637,"CDW Government, Inc.",317.75,ESSER 1.0,8/23/2021,0000-00-00
District Office,Technology,56056,Laptop,Lenovo,100e 2nd Gen,R913354A,95637,"CDW Government, Inc.",317.75,ESSER 1.0,8/23/2021,0000-00-00
District Office,Technology,56057,Laptop,Lenovo,100e 2nd Gen,R9133528,95637,"CDW Government, Inc.",317.75,ESSER 1.0,8/23/2021,0000-00-00
District Office,Technology,56058,Laptop,Lenovo,100e 2nd Gen,R9133593,95637,"CDW Government, Inc.",317.75,ESSER 1.0,8/23/2021,0000-00-00
District Office,Technology,56060,Laptop,Lenovo,100e 2nd Gen,R9134DW6,95637,"CDW Government, Inc.",317.75,ESSER 1.0,8/23/2021,0000-00-00
District Office,Technology,56062,Laptop,Lenovo,100e 2nd Gen,R91335E1,95637,"CDW Government, Inc.",317.75,ESSER 1.0,8/23/2021,0000-00-00
District Office,Technology,56063,Laptop,Lenovo,100e 2nd Gen,R9134DYN,95637,"CDW Government, Inc.",317.75,ESSER 1.0,8/23/2021,0000-00-00
District Office,Technology,56133,Laptop,Lenovo,100e 2nd Gen,R913358P,95637,"CDW Government, Inc.",317.75,ESSER 1.0,8/23/2021,0000-00-00
District Office,Technology,56230,Laptop,Lenovo,100e 2nd Gen,R9133543,95637,"CDW Government, Inc.",317.75,ESSER 1.0,8/23/2021,0000-00-00
District Office,Technology,57164,Printer,Brother,HL-L5100DN,U64219E1N326529,223744,CDW-G,174.14,General Purpose,8/10/2021,0000-00-00
District Office,Technology,53100,Cart,Anywhere Cart,AC-SLIM-PW45,,95760,"Central Technologies, Inc.",1975,ESSER 1.0,9/30/2021,0000-00-00
District Office,Technology,53092,Cart,Anywhere Cart,AC-SLIM-PW45,,95760,"Central Technologies, Inc.",1975,ESSER 1.0,9/30/2021,0000-00-00
District Office,Technology,53091,Cart,Anywhere Cart,AC-SLIM-PW45,,95760,"Central Technologies, Inc.",1975,ESSER 1.0,9/30/2021,0000-00-00
District Office,Technology,56353,Laptop,Levovo,82J2S01B00,R914KWYK,223666,CDW,472.85,ECF,8/23/2022,0000-00-00
District Office,Technology,56355,Laptop,Levovo,82J2S01B00,R914KWL2,223666,CDW,472.85,ECF,8/23/2022,0000-00-00
District Office,Technology,56357,Laptop,Levovo,82J2S01B00,R914KWKM,223666,CDW,472.85,ECF,8/23/2022,0000-00-00
District Office,Technology,56358,Laptop,Levovo,82J2S01B00,R914KWSQ,223666,CDW,472.85,ECF,8/23/2022,0000-00-00
District Office,Technology,56360,Laptop,Levovo,82J2S01B00,R914KWRQ,223666,CDW,472.85,ECF,8/23/2022,0000-00-00
District Office,Technology,56366,Laptop,Levovo,82J2S01B00,R914KWRX,223666,CDW,472.85,ECF,8/23/2022,0000-00-00
District Office,Technology,56370,Laptop,Levovo,82J2S01B00,R914KWSF,223666,CDW,472.85,ECF,8/23/2022,0000-00-00
District Office,Technology,56371,Laptop,Levovo,82J2S01B00,R914KWFT,223666,CDW,472.85,ECF,8/23/2022,0000-00-00
District Office,Technology,56372,Laptop,Levovo,82J2S01B00,R914KWDF,223666,CDW,472.85,ECF,8/23/2022,0000-00-00
District Office,Technology,56374,Laptop,Levovo,82J2S01B00,R914KWCM,223666,CDW,472.85,ECF,8/23/2022,0000-00-00
District Office,Technology,56463,Laptop,Levovo,82J2S01B00,R914KWPF,223666,CDW,472.85,ECF,8/23/2022,0000-00-00
District Office,Technology,56465,Laptop,Levovo,82J2S01B00,R914KWPK,223666,CDW,472.85,ECF,8/23/2022,0000-00-00
District Office,Technology,56507,Laptop,Levovo,82J2S01B00,R914KWW1,223666,CDW,472.85,ECF,8/23/2022,0000-00-00
District Office,Technology,56510,Laptop,Levovo,82J2S01B00,R914KWY4,223666,CDW,472.85,ECF,8/23/2022,0000-00-00
District Office,Technology,56598,Laptop,Levovo,82J2S01B00,R914KWV2,223666,CDW,472.85,ECF,8/23/2022,0000-00-00
District Office,Technology,56606,Laptop,Levovo,82J2S01B00,R914KWTB,223666,CDW,472.85,ECF,8/23/2022,0000-00-00
District Office,Technology,56607,Laptop,Levovo,82J2S01B00,R914KWTY,223666,CDW,472.85,ECF,8/23/2022,0000-00-00
District Office,Technology,56608,Laptop,Levovo,82J2S01B00,R914KWY8,223666,CDW,472.85,ECF,8/23/2022,0000-00-00
District Office,Technology,56609,Laptop,Levovo,82J2S01B00,R914KWT4,223666,CDW,472.85,ECF,8/23/2022,0000-00-00
District Office,Technology,56614,Laptop,Levovo,82J2S01B00,R914KWFW,223666,CDW,472.85,ECF,8/23/2022,0000-00-00
District Office,Technology,56618,Laptop,Levovo,82J2S01B00,R914KWRS,223666,CDW,472.85,ECF,8/23/2022,0000-00-00
District Office,Technology,56620,Laptop,Levovo,82J2S01B00,R914KWKH,223666,CDW,472.85,ECF,8/23/2022,0000-00-00
District Office,Technology,56622,Laptop,Levovo,82J2S01B00,R914KWLK,223666,CDW,472.85,ECF,8/23/2022,0000-00-00
District Office,Technology,56626,Laptop,Levovo,82J2S01B00,R914KWSC,223666,CDW,472.85,ECF,8/23/2022,0000-00-00
District Office,Technology,56627,Laptop,Levovo,82J2S01B00,R914KWEB,223666,CDW,472.85,ECF,8/23/2022,0000-00-00
District Office,Technology,56628,Laptop,Levovo,82J2S01B00,R914KWPX,223666,CDW,472.85,ECF,8/23/2022,0000-00-00
District Office,Technology,56843,Laptop,Levovo,82J2S01B00,R914KWYR,223666,CDW,472.85,ECF,8/23/2022,0000-00-00
District Office,Technology,56847,Laptop,Levovo,82J2S01B00,R914KWXA,223666,CDW,472.85,ECF,8/23/2022,0000-00-00
District Office,Technology,56848,Laptop,Levovo,82J2S01B00,R914KWZ6,223666,CDW,472.85,ECF,8/23/2022,0000-00-00
District Office,Technology,56850,Laptop,Levovo,82J2S01B00,R914KWSR,223666,CDW,472.85,ECF,8/23/2022,0000-00-00
District Office,Technology,56851,Laptop,Levovo,82J2S01B00,R914KWX2,223666,CDW,472.85,ECF,8/23/2022,0000-00-00
District Office,Technology,56854,Laptop,Levovo,82J2S01B00,R914KWMH,223666,CDW,472.85,ECF,8/23/2022,0000-00-00
District Office,Technology,57033,Cart,Anywhere Cart,AC-SLIM,AC-SLIM-36137,95760,"Central Technologies, Inc",1975,ESSER 1.0,8/23/2022,0000-00-00
District Office,Technology,57038,Cart,Anywhere Cart,AC-SLIM,AC-SLIM-36190,95760,"Central Technologies, Inc",1975,ESSER 1.0,8/23/2022,0000-00-00
District Office,Technology,57052,Cart,Anywhere Cart,AC-SLIM,AC-SLIM-36123,95760,"Central Technologies, Inc",1975,ESSER 1.0,8/23/2022,0000-00-00
District Office,Technology,57053,Cart,Anywhere Cart,AC-SLIM,AC-SLIM-36187,95760,"Central Technologies, Inc",1975,ESSER 1.0,8/23/2022,0000-00-00
District Office,Technology,57058,Cart,Anywhere Cart,AC-SLIM,AC-SLIM-36194,95760,"Central Technologies, Inc",1975,ESSER 1.0,8/23/2022,0000-00-00
District Office,Technology,57059,Cart,Anywhere Cart,AC-SLIM,AC-SLIM-36181,95760,"Central Technologies, Inc",1975,ESSER 1.0,8/23/2022,0000-00-00
District Office,Technology,57380,Laptop,Levono,ThinkPad L13 Yoga Gen 3,PW03Y6SY,223610,Lenovo,807.84,General Purpose,10/18/2021,0000-00-00
District Office,Technology,57382,Laptop,Levono,ThinkPad L13 Yoga Gen 3,PW03Y6K1,223610,Lenovo,807.84,General Purpose,10/18/2021,0000-00-00
District Office,Technology,57383,Laptop,Levono,ThinkPad L13 Yoga Gen 3,PW03Y6VJ,223610,Lenovo,807.84,General Purpose,10/18/2021,0000-00-00
District Office,Technology,57384,Laptop,Levono,ThinkPad L13 Yoga Gen 3,PW03Y6NX,223610,Lenovo,807.84,General Purpose,10/18/2021,0000-00-00
District Office,Technology,57385,Laptop,Levono,ThinkPad L13 Yoga Gen 3,PW03Y6M9,223610,Lenovo,807.84,General Purpose,10/18/2021,0000-00-00
District Office,Technology,57386,Laptop,Levono,ThinkPad L13 Yoga Gen 3,PW03Y6KC,223610,Lenovo,807.84,General Purpose,10/18/2021,0000-00-00
District Office,Technology,57544,Laptop,Levono,ThinkPad L13 Yoga Gen 3,PW03Y6JW,223610,Lenovo,807.84,General Purpose,10/18/2021,0000-00-00
District Office,Technology,57547,Laptop,Levono,ThinkPad L13 Yoga Gen 3,PW03Y6M1,223610,Lenovo,807.84,General Purpose,10/18/2021,0000-00-00
District Office,Technology,57549,Laptop,Levono,ThinkPad L13 Yoga Gen 3,PW03Y6MQ,223610,Lenovo,807.84,General Purpose,10/18/2021,0000-00-00
District Office,Technology,57550,Laptop,Levono,ThinkPad L13 Yoga Gen 3,PW03Y6MF,223610,Lenovo,807.84,General Purpose,10/18/2021,0000-00-00
District Office,Technology,57551,Laptop,Levono,ThinkPad L13 Yoga Gen 3,PW03Y6M8,223610,Lenovo,807.84,General Purpose,10/18/2021,0000-00-00
District Office,Technology,57552,Laptop,Levono,ThinkPad L13 Yoga Gen 3,PW03Y6RL,223610,Lenovo,807.84,General Purpose,10/18/2021,0000-00-00
District Office,Technology,57556,Laptop,Levono,ThinkPad L13 Yoga Gen 3,PW03Y6QM,223610,Lenovo,807.84,General Purpose,10/18/2021,0000-00-00
District Office,Technology,57557,Laptop,Levono,ThinkPad L13 Yoga Gen 3,PW03Y6L0,223610,Lenovo,807.84,General Purpose,10/18/2021,0000-00-00
District Office,Technology,57558,Laptop,Levono,ThinkPad L13 Yoga Gen 3,PW03Y6JM,223610,Lenovo,807.84,General Purpose,10/18/2021,0000-00-00
District Office,Technology,57559,Laptop,Levono,ThinkPad L13 Yoga Gen 3,PW03Y6KT,223610,Lenovo,807.84,General Purpose,10/18/2021,0000-00-00
District Office,Technology,57560,Laptop,Levono,ThinkPad L13 Yoga Gen 3,PW03Y6QJ,223610,Lenovo,807.84,General Purpose,10/18/2021,0000-00-00
District Office,Technology,57561,Laptop,Levono,ThinkPad L13 Yoga Gen 3,PW03Y6LG,223610,Lenovo,807.84,General Purpose,10/18/2021,0000-00-00
District Office,Technology,57562,Laptop,Levono,ThinkPad L13 Yoga Gen 3,PW03Y6KW,223610,Lenovo,807.84,General Purpose,10/18/2021,0000-00-00
District Office,Technology,57563,Laptop,Levono,ThinkPad L13 Yoga Gen 3,PW03Y6KY,223610,Lenovo,807.84,General Purpose,10/18/2021,0000-00-00
District Office,Technology,57564,Laptop,Levono,ThinkPad L13 Yoga Gen 3,PW03Y6SZ,223610,Lenovo,807.84,General Purpose,10/18/2021,0000-00-00
District Office,Technology,57565,Laptop,Levono,ThinkPad L13 Yoga Gen 3,PW03Y6NK,223610,Lenovo,807.84,General Purpose,10/18/2021,0000-00-00
District Office,Technology,57566,Laptop,Levono,ThinkPad L13 Yoga Gen 3,PW03Y6NL,223610,Lenovo,807.84,General Purpose,10/18/2021,0000-00-00
District Office,Technology,57567,Laptop,Levono,ThinkPad L13 Yoga Gen 3,PW03Y6PP,223610,Lenovo,807.84,General Purpose,10/18/2021,0000-00-00
District Office,Technology,57569,Laptop,Levono,ThinkPad L13 Yoga Gen 3,PW03Y6Q6,223610,Lenovo,807.84,General Purpose,10/18/2021,0000-00-00
District Office,Technology,57570,Laptop,Levono,ThinkPad L13 Yoga Gen 3,PW03Y6NW,223610,Lenovo,807.84,General Purpose,10/18/2021,0000-00-00
District Office,Technology,57571,Laptop,Levono,ThinkPad L13 Yoga Gen 3,PW03Y6MK,223610,Lenovo,807.84,General Purpose,10/18/2021,0000-00-00
District Office,Technology,57572,Laptop,Levono,ThinkPad L13 Yoga Gen 3,PW03Y6Q5,223610,Lenovo,807.84,General Purpose,10/18/2021,0000-00-00
District Office,Technology,57573,Laptop,Levono,ThinkPad L13 Yoga Gen 3,PW03Y6MN,223610,Lenovo,807.84,General Purpose,10/18/2021,0000-00-00
District Office,Technology,57574,Laptop,Levono,ThinkPad L13 Yoga Gen 3,PW03Y6PG,223610,Lenovo,807.84,General Purpose,10/18/2021,0000-00-00
District Office,Technology,57575,Laptop,Levono,ThinkPad L13 Yoga Gen 3,PW03Y6N4,223610,Lenovo,807.84,General Purpose,10/18/2021,0000-00-00
District Office,Technology,57576,Laptop,Levono,ThinkPad L13 Yoga Gen 3,PW03Y6VL,223610,Lenovo,807.84,General Purpose,10/18/2021,0000-00-00
District Office,Technology,57581,Laptop,Levono,ThinkPad L13 Yoga Gen 3,PW03Y6PR,223610,Lenovo,807.84,General Purpose,10/18/2021,0000-00-00
District Office,Technology,57624,Laptop,Levono,ThinkPad L13 Yoga Gen 3,PW03Y6JP,223610,Lenovo,807.84,General Purpose,10/18/2021,0000-00-00
District Office,Technology,57657,Laptop,Levono,ThinkPad L13 Yoga Gen 3,PW03Y6KG,223610,Lenovo,807.84,General Purpose,10/18/2021,0000-00-00
District Office,Technology,60444,Laptop,Lenovo,82VL,PW0BL8P1,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
District Office,Technology,60454,Laptop,Lenovo,82VL,PW0BL8HY,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
District Office,Technology,60455,Laptop,Lenovo,82VL,PW0BL9QW,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
District Office,Technology,60464,Laptop,Lenovo,82VL,PW0BL8QT,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
District Office,Technology,60465,Laptop,Lenovo,82VL,PW0BL8T9,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
District Office,Technology,60469,Laptop,Lenovo,82VL,PW0BL8RR,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
District Office,Technology,60472,Laptop,Lenovo,82VL,PW0BL8LR,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
District Office,Technology,60514,Laptop,Lenovo,82VL,PW0BL8HA,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
District Office,Technology,60516,Laptop,Lenovo,82VL,PW0BL8H6,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
District Office,Technology,60599,Laptop,Lenovo,82VL,PW0BL8HP,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
District Office,Technology,60630,Laptop,Lenovo,82VL,PW0BL8R1,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
District Office,Technology,60632,Laptop,Lenovo,82VL,PW0BL8GW,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
District Office,Technology,60633,Laptop,Lenovo,82VL,PW0BL8HW,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
District Office,Technology,60634,Laptop,Lenovo,82VL,PW0BL8JK,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
District Office,Technology,60637,Laptop,Lenovo,82VL,PW0BL8JV,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
District Office,Technology,58725,Monitor,Onn,100095550,H2303DEY751225404247,227024,Walmart ,200,General Purpose,8/28/2023,0000-00-00
District Office,Technology,58732,Pocket Translator,Pocketalk ,Pocketalk S Plus,8.62793E+14,96740,Pocket Talk,259,ESSER 3.0,9/25/2024,0000-00-00
District Office,Technology,58733,Pocket Translator,Pocketalk ,Pocketalk S Plus,8.62793E+14,96740,Pocket Talk,259,ESSER 3.0,9/25/2024,0000-00-00
District Office,Technology,58806,Scanner/Printer/Copi,Brother,MFC-L2820DW,U67265K4N646992,17768,Amazon,219.99,General Purpose,2/10/2025,0000-00-00
District Office,Technology,54175,Laptop,Lenovo,100e 2nd Gen,R910L5BD,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
District Office,Technology,54177,Laptop,Lenovo,100e 2nd Gen,R910L5QA,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
District Office,Technology,54178,Laptop,Lenovo,100e 2nd Gen,R910L5C1,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
District Office,Technology,54179,Laptop,Lenovo,100e 2nd Gen,R910L704,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
District Office,Technology,54182,Laptop,Lenovo,100e 2nd Gen,R910L5X7,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
District Office,Technology,54183,Laptop,Lenovo,100e 2nd Gen,R910L5Q0,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
District Office,Technology,54185,Laptop,Lenovo,100e 2nd Gen,R910L52P,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
District Office,Technology,54187,Laptop,Lenovo,100e 2nd Gen,R910L5K3,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
District Office,Technology,54188,Laptop,Lenovo,100e 2nd Gen,R910L5TV,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
District Office,Technology,54190,Laptop,Lenovo,100e 2nd Gen,R910L645,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
District Office,Technology,54192,Laptop,Lenovo,100e 2nd Gen,R910L5CN,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
District Office,Technology,54193,Laptop,Lenovo,100e 2nd Gen,R910L634,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
District Office,Technology,54198,Laptop,Lenovo,100e 2nd Gen,R910L5NE,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
District Office,Technology,54202,Laptop,Lenovo,100e 2nd Gen,R910L5ER,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
District Office,Technology,54389,Laptop,Lenovo,100e 2nd Gen,R910MVLF,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
District Office,Technology,54406,Laptop,Lenovo,100e 2nd Gen,R910MVH9,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
District Office,Technology,54422,Laptop,Lenovo,100e 2nd Gen,R910MVP9,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
District Office,Technology,54429,Laptop,Lenovo,100e 2nd Gen,R910MVJR,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
District Office,Technology,54465,Laptop,Lenovo,100e 2nd Gen,R910MVKP,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
District Office,Technology,54488,Laptop,Lenovo,100e 2nd Gen,R910M5T0,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
District Office,Technology,54603,Laptop,Lenovo,100e 2nd Gen,R910L67W,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
District Office,Technology,54812,Laptop,Lenovo,100e 2nd Gen,R910MBLT,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
District Office,Technology,54855,Laptop,Lenovo,100e 2nd Gen,R910MBK1,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
District Office,Technology,54856,Laptop,Lenovo,100e 2nd Gen,R910L6CR,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
District Office,Technology,54966,Laptop,Lenovo,100e 2nd Gen,R910MBMS,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
District Office,Technology,54325,Document Camera,HoverCam,Ultra 8,UT820110967DC0A,95486,"Central Technologies, Inc.",445,Reopening and Programmatic Supports Grant,12/7/2020,0000-00-00
